"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"north berwick, maine","Population2000","4293","5512121: CapitalBot","null"
"chevy chase (town), maryland","Population2000","2726","107782: Arkyan","null"
"chevy chase (cdp), maryland","Population2000","9381","702573: Seven Days","null"
"chevy chase (cdp), maryland","Population2000","9381","5512121: CapitalBot","null"
"bourne (cdp), massachusetts","Population2000","1443","5512121: CapitalBot","null"
"bourne, massachusetts","Population2000","18721","988917: CapitalR","null"
"bourne, massachusetts","Population2000","18721","5512121: CapitalBot","null"
"brewster (cdp), massachusetts","Population2000","2212","5512121: CapitalBot","null"
"brewster, massachusetts","Population2000","10094","988917: CapitalR","null"
"brewster, massachusetts","Population2000","10094","5512121: CapitalBot","null"
"chatham (cdp), massachusetts","Population2000","1667","5512121: CapitalBot","null"
"chatham, massachusetts","Population2000","6625","988917: CapitalR","null"
"chatham, massachusetts","Population2000","6625","5512121: CapitalBot","null"
"dennis (cdp), massachusetts","Population2000","2798","5512121: CapitalBot","null"
"dennis (town), massachusetts","Population2000","15973","180524: Scm83x","null"
"falmouth (cdp), massachusetts","Population2000","4115","5512121: CapitalBot","null"
"falmouth, massachusetts","Population2000","32660","988917: CapitalR","null"
"falmouth, massachusetts","Population2000","32660","5512121: CapitalBot","null"
"orleans (cdp), massachusetts","Population2000","1716","5512121: CapitalBot","null"
"orleans, massachusetts","Population2000","6341","988917: CapitalR","null"
"orleans, massachusetts","Population2000","6341","5512121: CapitalBot","null"
"provincetown (cdp), massachusetts","Population2000","3192","5512121: CapitalBot","null"
"sandwich (cdp), massachusetts","Population2000","3058","5512121: CapitalBot","null"
"sandwich, massachusetts","Population2000","20136","988917: CapitalR","null"
"sandwich, massachusetts","Population2000","20136","5512121: CapitalBot","null"
"adams (cdp), massachusetts","Population2000","5784","5512121: CapitalBot","null"
"great barrington (cdp), massachusetts","Population2000","2459","5512121: CapitalBot","null"
"lee (cdp), massachusetts","Population2000","2021","5512121: CapitalBot","null"
"lee, massachusetts","Population2000","5985","988917: CapitalR","null"
"lee, massachusetts","Population2000","5985","5512121: CapitalBot","null"
"lenox (cdp), massachusetts","Population2000","1667","5512121: CapitalBot","null"
"williamstown (cdp), massachusetts","Population2000","4754","5512121: CapitalBot","null"
"williamstown, massachusetts","Population2000","8424","988917: CapitalR","null"
"williamstown, massachusetts","Population2000","8424","5512121: CapitalBot","null"
"amesbury (cdp), massachusetts","Population2000","12327","5512121: CapitalBot","null"
"amesbury, massachusetts","Population2000","16450","681072: Jared","null"
"amesbury, massachusetts","Population2000","16450","5512121: CapitalBot","null"
"andover (cdp), massachusetts","Population2000","7900","5512121: CapitalBot","null"
"andover, massachusetts","Population2000","31247","988917: CapitalR","null"
"andover, massachusetts","Population2000","31247","5512121: CapitalBot","null"
"boxford (cdp), massachusetts","Population2000","2340","5512121: CapitalBot","null"
"boxford, massachusetts","Population2000","7921","988917: CapitalR","null"
"boxford, massachusetts","Population2000","7921","5512121: CapitalBot","null"
"essex (cdp), massachusetts","Population2000","1426","5512121: CapitalBot","null"
"ipswich (cdp), massachusetts","Population2000","4161","5512121: CapitalBot","null"
"ipswich, massachusetts","Population2000","12987","988917: CapitalR","null"
"ipswich, massachusetts","Population2000","12987","5512121: CapitalBot","null"
"rockport (cdp), massachusetts","Population2000","5606","5512121: CapitalBot","null"
"rowley (cdp), massachusetts","Population2000","1434","5512121: CapitalBot","null"
"rowley, massachusetts","Population2000","5500","988917: CapitalR","null"
"rowley, massachusetts","Population2000","5500","5512121: CapitalBot","null"
"salisbury (cdp), massachusetts","Population2000","4484","5512121: CapitalBot","null"
"salisbury, massachusetts","Population2000","7827","988917: CapitalR","null"
"salisbury, massachusetts","Population2000","7827","5512121: CapitalBot","null"
"topsfield (cdp), massachusetts","Population2000","2826","5512121: CapitalBot","null"
"topsfield, massachusetts","Population2000","6141","988917: CapitalR","null"
"topsfield, massachusetts","Population2000","6141","5512121: CapitalBot","null"
"greenfield (cdp), massachusetts","Population2000","13716","5512121: CapitalBot","null"
"greenfield, massachusetts","Population2000","18168","988917: CapitalR","null"
"greenfield, massachusetts","Population2000","18168","5512121: CapitalBot","null"
"northfield (cdp), massachusetts","Population2000","1141","5512121: CapitalBot","null"
"northfield, massachusetts","Population2000","2951","988917: CapitalR","null"
"northfield, massachusetts","Population2000","2951","5512121: CapitalBot","null"
"orange (cdp), massachusetts","Population2000","3945","5512121: CapitalBot","null"
"orange, massachusetts","Population2000","7518","988917: CapitalR","null"
"orange, massachusetts","Population2000","7518","5512121: CapitalBot","null"
"holland (cdp), massachusetts","Population2000","1444","5512121: CapitalBot","null"
"holland, massachusetts","Population2000","2407","988917: CapitalR","null"
"holland, massachusetts","Population2000","2407","5512121: CapitalBot","null"
"palmer (cdp), massachusetts","Population2000","3900","5512121: CapitalBot","null"
"palmer, massachusetts","Population2000","12497","988917: CapitalR","null"
"palmer, massachusetts","Population2000","12497","5512121: CapitalBot","null"
"wilbraham (cdp), massachusetts","Population2000","3544","5512121: CapitalBot","null"
"wilbraham, massachusetts","Population2000","13473","988917: CapitalR","null"
"wilbraham, massachusetts","Population2000","13473","5512121: CapitalBot","null"
"belchertown (cdp), massachusetts","Population2000","2626","5512121: CapitalBot","null"
"belchertown, massachusetts","Population2000","12968","988917: CapitalR","null"
"belchertown, massachusetts","Population2000","12968","5512121: CapitalBot","null"
"granby (cdp), massachusetts","Population2000","1344","5512121: CapitalBot","null"
"granby, massachusetts","Population2000","2612","988917: CapitalR","null"
"granby, massachusetts","Population2000","6132","696833: Polymath69","null"
"granby, massachusetts","Population2000","6132","5512121: CapitalBot","null"
"hatfield (cdp), massachusetts","Population2000","1298","5512121: CapitalBot","null"
"ware (cdp), massachusetts","Population2000","6174","5512121: CapitalBot","null"
"ware, massachusetts","Population2000","9707","988917: CapitalR","null"
"ware, massachusetts","Population2007","210670","0 (24.60.126.239)","null"
"ware, massachusetts","Population2007","9707","28804: Ajd","null"
"ware, massachusetts","Population2000","9707","5512121: CapitalBot","null"
"ayer (cdp), massachusetts","Population2000","2960","5512121: CapitalBot","null"
"ayer, massachusetts","Population2000","7287","988917: CapitalR","null"
"ayer, massachusetts","Population2000","7287","5512121: CapitalBot","null"
"groton (cdp), massachusetts","Population2000","1113","5512121: CapitalBot","null"
"hopkinton (cdp), massachusetts","Population2000","2628","5512121: CapitalBot","null"
"hopkinton (cdp), massachusetts","Population2000","12628","1878503: Katsuki","null"
"hudson (cdp), massachusetts","Population2000","14388","5512121: CapitalBot","null"
"hudson, massachusetts","Population2000","18113","988917: CapitalR","null"
"hudson, massachusetts","Population2000","18113","5512121: CapitalBot","null"
"pepperell (cdp), massachusetts","Population2000","2517","5512121: CapitalBot","null"
"pepperell, massachusetts","Population2000","11142","1133444: Dk1965","null"
"shirley (cdp), massachusetts","Population2000","1427","5512121: CapitalBot","null"
"shirley, massachusetts","Population2000","6373","988917: CapitalR","null"
"shirley, massachusetts","Population2000","6373","5512121: CapitalBot","null"
"townsend (cdp), massachusetts","Population2000","1043","5512121: CapitalBot","null"
"townsend, massachusetts","Population2000","9198","988917: CapitalR","null"
"townsend, massachusetts","Population2000","9198","5512121: CapitalBot","null"
"nantucket (cdp), massachusetts","Population2000","3830","5512121: CapitalBot","null"
"bellingham (cdp), massachusetts","Population2000","4497","5512121: CapitalBot","null"
"bellingham, massachusetts","Population2000","15314","988917: CapitalR","null"
"bellingham, massachusetts","Population2000","15314","5512121: CapitalBot","null"
"braintree (cdp), massachusetts","Population2000","33698","5512121: CapitalBot","null"
"dover (cdp), massachusetts","Population2000","2216","5512121: CapitalBot","null"
"foxborough (cdp), massachusetts","Population2000","5509","5512121: CapitalBot","null"
"foxborough, massachusetts","Population2000","16246","988917: CapitalR","null"
"foxborough, massachusetts","Population2000","16246","5512121: CapitalBot","null"
"medfield (cdp), massachusetts","Population2000","6670","5512121: CapitalBot","null"
"medfield, massachusetts","Population2000","12273","3312514: Dalmatian Mommy","null"
"medfield, massachusetts","Population2000","13002","4886531: Westroxburyfool","null"
"medfield, massachusetts","Population2000","12273","88149: ESkog","null"
"medfield, massachusetts","Population2000","13002","5512121: CapitalBot","null"
"medfield, massachusetts","Population2000","13005","0 (66.30.185.73)","null"
"sharon (cdp), massachusetts","Population2000","5941","5512121: CapitalBot","null"
"sharon, massachusetts","Population2000","17408","988917: CapitalR","null"
"sharon, massachusetts","Population2000","17408","5512121: CapitalBot","null"
"walpole (cdp), massachusetts","Population2000","5867","5512121: CapitalBot","null"
"walpole, massachusetts","Population2000","22824","988917: CapitalR","null"
"walpole, massachusetts","Population2000","22824","5512121: CapitalBot","null"
"bridgewater (cdp), massachusetts","Population2000","6664","5512121: CapitalBot","null"
"bridgewater, massachusetts","Population2000","25185","988917: CapitalR","null"
"bridgewater, massachusetts","Population2000","25185","5512121: CapitalBot","null"
"duxbury (cdp), massachusetts","Population2000","1426","5512121: CapitalBot","null"
"duxbury, massachusetts","Population2000","14248","988917: CapitalR","null"
"duxbury, massachusetts","Population2000","14248","5512121: CapitalBot","null"
"hanson (cdp), massachusetts","Population2000","2044","5512121: CapitalBot","null"
"hanson, massachusetts","Population2000","9495","988917: CapitalR","null"
"hanson, massachusetts","Population2000","9495","5512121: CapitalBot","null"
"hingham (cdp), massachusetts","Population2000","5352","5512121: CapitalBot","null"
"kingston (cdp), massachusetts","Population2000","5380","5512121: CapitalBot","null"
"kingston, massachusetts","Population2000","11780","988917: CapitalR","null"
"kingston, massachusetts","Population2000","11780","5512121: CapitalBot","null"
"marshfield (cdp), massachusetts","Population2000","4246","5512121: CapitalBot","null"
"marshfield, massachusetts","Population2000","24324","988917: CapitalR","null"
"marshfield, massachusetts","Population2000","24324","5512121: CapitalBot","null"
"plymouth, massachusetts","Population2000","51701","988917: CapitalR","null"
"plymouth, massachusetts","Population2000","51701","3022187: Raime","null"
"plymouth, massachusetts","Population2000","51701","5512121: CapitalBot","null"
"scituate (cdp), massachusetts","Population2000","5069","5512121: CapitalBot","null"
"athol (cdp), massachusetts","Population2000","8370","5512121: CapitalBot","null"
"athol, massachusetts","Population2000","11299","988917: CapitalR","null"
"athol, massachusetts","Population2000","11299","5512121: CapitalBot","null"
"barre (cdp), massachusetts","Population2000","1150","5512121: CapitalBot","null"
"barre, massachusetts","Population2000","5113","988917: CapitalR","null"
"barre, massachusetts","Population2000","5113","5512121: CapitalBot","null"
"clinton (cdp), massachusetts","Population2000","7884","5512121: CapitalBot","null"
"clinton, massachusetts","Population2000","13435","988917: CapitalR","null"
"clinton, massachusetts","Population2000","13435","5512121: CapitalBot","null"
"east brookfield (cdp), massachusetts","Population2000","1410","5512121: CapitalBot","null"
"east brookfield, massachusetts","Population2000","2097","988917: CapitalR","null"
"east brookfield, massachusetts","Population2000","2097","5512121: CapitalBot","null"
"hopedale (cdp), massachusetts","Population2000","4158","5512121: CapitalBot","null"
"hopedale, massachusetts","Population2000","5907","988917: CapitalR","null"
"hopedale, massachusetts","Population2000","5907","5512121: CapitalBot","null"
"lunenburg (cdp), massachusetts","Population2000","1695","5512121: CapitalBot","null"
"lunenburg, massachusetts","Population2000","9401","988917: CapitalR","null"
"lunenburg, massachusetts","Population2000","9401","5512121: CapitalBot","null"
"milford (cdp), massachusetts","Population2000","24230","5512121: CapitalBot","null"
"milford, massachusetts","Population2000","26799","988917: CapitalR","null"
"milford, massachusetts","Population2000","26799","5512121: CapitalBot","null"
"north brookfield (cdp), massachusetts","Population2000","2527","5512121: CapitalBot","null"
"north brookfield, massachusetts","Population2000","4683","988917: CapitalR","null"
"north brookfield, massachusetts","Population2000","4683","5512121: CapitalBot","null"
"northborough (cdp), massachusetts","Population2000","6257","5512121: CapitalBot","null"
"northborough, massachusetts","Population2000","14013","988917: CapitalR","null"
"northborough, massachusetts","Population2000","14013","5512121: CapitalBot","null"
"oxford (cdp), massachusetts","Population2000","5899","5512121: CapitalBot","null"
"oxford, massachusetts","Population2000","13352","988917: CapitalR","null"
"oxford, massachusetts","Population2000","13352","5512121: CapitalBot","null"
"rutland (cdp), massachusetts","Population2000","2205","5512121: CapitalBot","null"
"southbridge (cdp), massachusetts","Population2000","12878","5512121: CapitalBot","null"
"southbridge, massachusetts","Population2000","17214","988917: CapitalR","null"
"southbridge, massachusetts","Population2000","17214","5512121: CapitalBot","null"
"spencer (cdp), massachusetts","Population2000","6032","5512121: CapitalBot","null"
"spencer, massachusetts","Population2000","11691","988917: CapitalR","null"
"spencer, massachusetts","Population2000","11691","5512121: CapitalBot","null"
"sturbridge (cdp), massachusetts","Population2000","2047","5512121: CapitalBot","null"
"sturbridge, massachusetts","Population2000","7837","988917: CapitalR","null"
"sturbridge, massachusetts","Population2000","7837","5512121: CapitalBot","null"
"warren (cdp), massachusetts","Population2000","1452","5512121: CapitalBot","null"
"warren, massachusetts","Population2000","4776","988917: CapitalR","null"
"warren, massachusetts","Population2000","4776","5512121: CapitalBot","null"
"webster (cdp), massachusetts","Population2000","11600","5512121: CapitalBot","null"
"webster, massachusetts","Population2000","16415","988917: CapitalR","null"
"webster, massachusetts","Population2000","16415","5512121: CapitalBot","null"
"west brookfield (cdp), massachusetts","Population2000","1610","5512121: CapitalBot","null"
"westborough (cdp), massachusetts","Population2000","3983","5512121: CapitalBot","null"
"westborough, massachusetts","Population2000","17997","627347: MJCdetroit","null"
"westborough, massachusetts","Population2000","17997","5512121: CapitalBot","null"
"winchendon (cdp), massachusetts","Population2000","4246","5512121: CapitalBot","null"
"winchendon, massachusetts","Population2000","9611","988917: CapitalR","null"
"winchendon, massachusetts","Population2000","9611","5512121: CapitalBot","null"
"bloomfield township, oakland county, michigan","Population2000","43023","282161: Musicpvm","null"
"west bloomfield township, michigan","Population2000","64860","627347: MJCdetroit","null"
"meredith (cdp), new hampshire","Population2000","1739","5512121: CapitalBot","null"
"meredith, new hampshire","Population2000","5943","16168: SatyrTN","null"
"meredith, new hampshire","Population2000","5943","5512121: CapitalBot","null"
"conway (cdp), new hampshire","Population2000","1692","5512121: CapitalBot","null"
"conway, new hampshire","Population2000","8604","16168: SatyrTN","null"
"conway, new hampshire","Population2000","8604","5512121: CapitalBot","null"
"wolfeboro (cdp), new hampshire","Population2000","2979","5512121: CapitalBot","null"
"wolfeboro, new hampshire","Population2000","6083","16168: SatyrTN","null"
"wolfeboro, new hampshire","Population2000","6083","5512121: CapitalBot","null"
"hinsdale (cdp), new hampshire","Population2000","1713","5512121: CapitalBot","null"
"hinsdale, new hampshire","Population2000","4082","16168: SatyrTN","null"
"hinsdale, new hampshire","Population2000","4082","5512121: CapitalBot","null"
"jaffrey (cdp), new hampshire","Population2000","2802","5512121: CapitalBot","null"
"jaffrey, new hampshire","Population2000","5476","16168: SatyrTN","null"
"jaffrey, new hampshire","Population2000","5476","5512121: CapitalBot","null"
"marlborough (cdp), new hampshire","Population2000","1089","5512121: CapitalBot","null"
"marlborough, new hampshire","Population2000","2009","16168: SatyrTN","null"
"marlborough, new hampshire","Population2000","2009","5512121: CapitalBot","null"
"winchester (cdp), new hampshire","Population2000","1832","5512121: CapitalBot","null"
"winchester, new hampshire","Population2000","4144","16168: SatyrTN","null"
"winchester, new hampshire","Population2000","4144","5512121: CapitalBot","null"
"gorham (cdp), new hampshire","Population2000","1773","5512121: CapitalBot","null"
"gorham, new hampshire","Population2000","2895","16168: SatyrTN","null"
"gorham, new hampshire","Population2000","1000000","0 (24.105.174.74)","null"
"gorham, new hampshire","Population2000","2895","1175300: Ken Gallager","null"
"gorham, new hampshire","Population2000","2895","5512121: CapitalBot","null"
"lancaster (cdp), new hampshire","Population2000","1695","5512121: CapitalBot","null"
"lancaster, new hampshire","Population2000","3280","16168: SatyrTN","null"
"lancaster, new hampshire","Population2000","3280","5512121: CapitalBot","null"
"whitefield (cdp), new hampshire","Population2000","1089","5512121: CapitalBot","null"
"whitefield, new hampshire","Population2000","2038","16168: SatyrTN","null"
"whitefield, new hampshire","Population2000","2038","5512121: CapitalBot","null"
"bristol (cdp), new hampshire","Population2000","1670","5512121: CapitalBot","null"
"bristol, new hampshire","Population2000","3033","16168: SatyrTN","null"
"bristol, new hampshire","Population2000","3033","5512121: CapitalBot","null"
"enfield (cdp), new hampshire","Population2000","1698","5512121: CapitalBot","null"
"enfield, new hampshire","Population2000","4618","16168: SatyrTN","null"
"enfield, new hampshire","Population2000","4618","5512121: CapitalBot","null"
"hanover (cdp), new hampshire","Population2000","8162","5512121: CapitalBot","null"
"lisbon (cdp), new hampshire","Population2000","1070","5512121: CapitalBot","null"
"lisbon, new hampshire","Population2000","1587","16168: SatyrTN","null"
"lisbon, new hampshire","Population2000","1587","5512121: CapitalBot","null"
"littleton (cdp), new hampshire","Population2000","4431","5512121: CapitalBot","null"
"littleton, new hampshire","Population2000","5845","16168: SatyrTN","null"
"littleton, new hampshire","Population2000","5845","5512121: CapitalBot","null"
"plymouth (cdp), new hampshire","Population2000","3528","5512121: CapitalBot","null"
"plymouth, new hampshire","Population2000","5892","16168: SatyrTN","null"
"plymouth, new hampshire","Population2000","5892","5512121: CapitalBot","null"
"antrim (cdp), new hampshire","Population2000","1389","5512121: CapitalBot","null"
"antrim, new hampshire","Population2000","2449","16168: SatyrTN","null"
"antrim, new hampshire","Population2000","2449","5512121: CapitalBot","null"
"greenville (cdp), new hampshire","Population2000","1131","5512121: CapitalBot","null"
"greenville, new hampshire","Population2000","2224","16168: SatyrTN","null"
"greenville, new hampshire","Population2000","2224","5512121: CapitalBot","null"
"hillsborough (cdp), new hampshire","Population2000","1842","5512121: CapitalBot","null"
"hudson (cdp), new hampshire","Population2000","7814","5512121: CapitalBot","null"
"milford (cdp), new hampshire","Population2000","8293","5512121: CapitalBot","null"
"peterborough (cdp), new hampshire","Population2000","2944","5512121: CapitalBot","null"
"wilton (cdp), new hampshire","Population2000","1236","5512121: CapitalBot","null"
"henniker (cdp), new hampshire","Population2000","1627","5512121: CapitalBot","null"
"henniker, new hampshire","Population2000","4433","1124563: Drinibot","null"
"henniker, new hampshire","Population2000","4433","5512121: CapitalBot","null"
"hooksett (cdp), new hampshire","Population2000","3609","5512121: CapitalBot","null"
"hooksett, new hampshire","Population2000","11721","16168: SatyrTN","null"
"hooksett, new hampshire","Population2000","11721","5512121: CapitalBot","null"
"pittsfield (cdp), new hampshire","Population2000","1669","5512121: CapitalBot","null"
"pittsfield, new hampshire","Population2000","3931","16168: SatyrTN","null"
"pittsfield, new hampshire","Population2000","3931","5512121: CapitalBot","null"
"derry (cdp), new hampshire","Population2000","22661","5512121: CapitalBot","null"
"epping (cdp), new hampshire","Population2000","1673","5512121: CapitalBot","null"
"epping, new hampshire","Population2000","5476","627347: MJCdetroit","null"
"epping, new hampshire","Population2000","5476","5512121: CapitalBot","null"
"exeter (cdp), new hampshire","Population2000","9759","5512121: CapitalBot","null"
"hampton (cdp), new hampshire","Population2000","9126","5512121: CapitalBot","null"
"hampton, new hampshire","Population2000","14937","1124563: Drinibot","null"
"hampton, new hampshire","Population2000","14937","5512121: CapitalBot","null"
"londonderry (cdp), new hampshire","Population2000","11417","5512121: CapitalBot","null"
"londonderry, new hampshire","Population2000","23236","1124563: Drinibot","null"
"londonderry, new hampshire","Population2000","23236","5512121: CapitalBot","null"
"newmarket (cdp), new hampshire","Population2000","5124","5512121: CapitalBot","null"
"newmarket, new hampshire","Population2000","8027","1124563: Drinibot","null"
"newmarket, new hampshire","Population2000","8027","5512121: CapitalBot","null"
"raymond (cdp), new hampshire","Population2000","2839","5512121: CapitalBot","null"
"raymond, new hampshire","Population2000","9674","1124563: Drinibot","null"
"raymond, new hampshire","Population2000","9674","5512121: CapitalBot","null"
"durham (cdp), new hampshire","Population2000","9024","5512121: CapitalBot","null"
"durham, new hampshire","Population2000","12684","290450: Assawyer","null"
"durham, new hampshire","Population2000","12684","5512121: CapitalBot","null"
"farmington (cdp), new hampshire","Population2000","3468","5512121: CapitalBot","null"
"farmington, new hampshire","Population2000","5804","290450: Assawyer","null"
"farmington, new hampshire","Population2000","5804","5512121: CapitalBot","null"
"charlestown (cdp), new hampshire","Population2000","1145","5512121: CapitalBot","null"
"charlestown, new hampshire","Population2000","4749","16168: SatyrTN","null"
"charlestown, new hampshire","Population2000","4749","5512121: CapitalBot","null"
"newport (cdp), new hampshire","Population2000","4008","5512121: CapitalBot","null"
"newport, new hampshire","Population2000","6269","16168: SatyrTN","null"
"newport, new hampshire","Population2000","6269","5512121: CapitalBot","null"
"coeymans (cdp), new york","Population2000","835","5512121: CapitalBot","null"
"colonie (village), new york","Population2000","7916","5512121: CapitalBot","null"
"colonie, new york","Population2000","79258","5512121: CapitalBot","null"
"alfred (village), new york","Population2000","3954","5512121: CapitalBot","null"
"almond (village), new york","Population2000","461","5512121: CapitalBot","null"
"andover (village), new york","Population2000","1073","5512121: CapitalBot","null"
"angelica (village), new york","Population2000","903","5512121: CapitalBot","null"
"bolivar (village), new york","Population2000","1173","5512121: CapitalBot","null"
"cuba (village), new york","Population2000","1633","5512121: CapitalBot","null"
"friendship (cdp), new york","Population2000","1176","5512121: CapitalBot","null"
"friendship, new york","Population2000","1927","5512121: CapitalBot","null"
"wellsville (village), new york","Population2000","5171","5512121: CapitalBot","null"
"binghamton (town), new york","Population2000","4969","5512121: CapitalBot","null"
"lisle (village), new york","Population2000","302","5512121: CapitalBot","null"
"windsor (village), new york","Population2000","901","5512121: CapitalBot","null"
"allegany (village), new york","Population2000","1883","5512121: CapitalBot","null"
"ellicottville (village), new york","Population2000","472","5512121: CapitalBot","null"
"franklinville (village), new york","Population2000","1855","5512121: CapitalBot","null"
"little valley (village), new york","Population2000","1130","5512121: CapitalBot","null"
"olean (town), new york","Population2000","2029","5512121: CapitalBot","null"
"olean (town), new york","Population2000","15000","0 (66.184.167.76)","null"
"olean, new york","Population2000","15347","0 (209.51.85.56)","null"
"olean, new york","Population2000","15347","5478189: Detroiterbot","null"
"perrysburg (village), new york","Population2000","408","5512121: CapitalBot","null"
"portville (village), new york","Population2000","1024","5512121: CapitalBot","null"
"randolph (village), new york","Population2000","1316","5512121: CapitalBot","null"
"salamanca (town), new york","Population2000","544","5512121: CapitalBot","null"
"salamanca (city), new york","Population2000","6097","5512121: CapitalBot","null"
"yorkshire (cdp), new york","Population2000","1403","5512121: CapitalBot","null"
"cato (village), new york","Population2000","601","5512121: CapitalBot","null"
"moravia (village), new york","Population2000","1363","5512121: CapitalBot","null"
"cherry creek (village), new york","Population2000","551","5512121: CapitalBot","null"
"dunkirk (town), new york","Population2000","1387","5512121: CapitalBot","null"
"ripley (cdp), new york","Population2000","1030","5512121: CapitalBot","null"
"ripley, new york","Population2000","2636","5512121: CapitalBot","null"
"sherman (village), new york","Population2000","714","5512121: CapitalBot","null"
"westfield (village), new york","Population2000","3481","5512121: CapitalBot","null"
"big flats (cdp), new york","Population2000","2482","5512121: CapitalBot","null"
"elmira (town), new york","Population2000","7199","5512121: CapitalBot","null"
"elmira, new york","Population2000","30160","93338: Souldrifter02","null"
"elmira, new york","Population2000","30940","5478189: Detroiterbot","null"
"horseheads (village), new york","Population2000","6452","5512121: CapitalBot","null"
"southport (cdp), new york","Population2000","7396","5512121: CapitalBot","null"
"southport, new york","Population2000","11185","5512121: CapitalBot","null"
"van etten (village), new york","Population2000","581","5512121: CapitalBot","null"
"afton (village), new york","Population2000","836","5512121: CapitalBot","null"
"bainbridge (village), new york","Population2000","1365","5512121: CapitalBot","null"
"greene (village), new york","Population2000","1701","5512121: CapitalBot","null"
"new berlin (village), new york","Population2000","1129","5512121: CapitalBot","null"
"norwich (town), new york","Population2000","3836","5512121: CapitalBot","null"
"norwich (city), new york","Population2000","7355","5512121: CapitalBot","null"
"oxford (village), new york","Population2000","1584","5512121: CapitalBot","null"
"oxford, new york","Population2000","3992","5512121: CapitalBot","null"
"sherburne (village), new york","Population2000","1455","5512121: CapitalBot","null"
"smyrna (village), new york","Population2000","241","5512121: CapitalBot","null"
"altona (cdp), new york","Population2000","1056","5512121: CapitalBot","null"
"champlain (village), new york","Population2000","1173","5512121: CapitalBot","null"
"champlain (town), new york","Population2000","5791","93358: Mwanner","null"
"dannemora (village), new york","Population2000","4129","5512121: CapitalBot","null"
"dannemora (town), new york","Population2000","5149","93358: Mwanner","null"
"mooers (cdp), new york","Population2000","440","5512121: CapitalBot","null"
"peru (cdp), new york","Population2000","1514","5512121: CapitalBot","null"
"peru, new york","Population2000","6370","5512121: CapitalBot","null"
"plattsburgh (town), new york","Population2000","11190","5512121: CapitalBot","null"
"plattsburgh (city), new york","Population2000","18816","1152431: Adam12901","null"
"plattsburgh (city), new york","Population2000","10000000","0 (24.161.123.155)","null"
"plattsburgh (city), new york","Population2000","18816","5512121: CapitalBot","null"
"chatham (village), new york","Population2000","1758","5512121: CapitalBot","null"
"germantown (cdp), new york","Population2000","862","5512121: CapitalBot","null"
"ghent (cdp), new york","Population2000","586","5512121: CapitalBot","null"
"ghent, new york","Population2000","5276","5512121: CapitalBot","null"
"kinderhook (village), new york","Population2000","1275","5512121: CapitalBot","null"
"homer (village), new york","Population2000","3368","5512121: CapitalBot","null"
"marathon (village), new york","Population2000","1063","5512121: CapitalBot","null"
"andes (hamlet), new york","Population2000","289","627347: MJCdetroit","null"
"delhi (village), new york","Population2000","2583","5512121: CapitalBot","null"
"franklin (village), new york","Population2000","402","5512121: CapitalBot","null"
"hancock (village), new york","Population2000","1189","5512121: CapitalBot","null"
"sidney (village), new york","Population2000","4068","5512121: CapitalBot","null"
"stamford (village), new york","Population2000","1265","5512121: CapitalBot","null"
"walton (village), new york","Population2000","3070","5512121: CapitalBot","null"
"amenia (cdp), new york","Population2000","1115","5512121: CapitalBot","null"
"fishkill, new york","Population2000","1735","5512121: CapitalBot","null"
"fishkill (town), new york","Population2000","20258","5512121: CapitalBot","null"
"pawling (village), new york","Population2000","2233","5512121: CapitalBot","null"
"pine plains (cdp), new york","Population2000","1412","5512121: CapitalBot","null"
"pleasant valley (cdp), new york","Population2000","1839","5512121: CapitalBot","null"
"poughkeepsie (city), new york","Population2000","29871","153909: Dtobias","null"
"poughkeepsie (city), new york","Population2000","29871","5512121: CapitalBot","null"
"poughkeepsie (town), new york","Population2000","42777","5512121: CapitalBot","null"
"red hook (village), new york","Population2000","1805","5512121: CapitalBot","null"
"red hook, new york","Population2000","10408","5512121: CapitalBot","null"
"rhinebeck (village), new york","Population2000","3077","5512121: CapitalBot","null"
"rhinebeck (village), new york","Population2000","3007","6032170: Hugedoinker","null"
"alden (village), new york","Population2000","2666","5512121: CapitalBot","null"
"cheektowaga (cdp), new york","Population2000","79988","5512121: CapitalBot","null"
"eden (cdp), new york","Population2000","3579","5512121: CapitalBot","null"
"hamburg (village), new york","Population2000","10116","5512121: CapitalBot","null"
"holland (cdp), new york","Population2000","1261","5512121: CapitalBot","null"
"north collins (village), new york","Population2000","1079","5512121: CapitalBot","null"
"orchard park (village), new york","Population2000","3294","5512121: CapitalBot","null"
"tonawanda (city), new york","Population2000","16136","3784107: Truthanado","null"
"tonawanda (city), new york","Population2000","16136","5512121: CapitalBot","null"
"tonawanda (cdp), new york","Population2000","61729","5512121: CapitalBot","null"
"tonawanda (town), new york","Population2000","78155","5512121: CapitalBot","null"
"west seneca, new york","Population2000","45920","5512121: CapitalBot","null"
"west seneca (cdp), new york","Population2000","45943","5512121: CapitalBot","null"
"burke (village), new york","Population2000","213","5512121: CapitalBot","null"
"burke (town), new york","Population2000","1359","93358: Mwanner","null"
"chateaugay (village), new york","Population2000","798","5512121: CapitalBot","null"
"chateaugay (town), new york","Population2000","2036","93358: Mwanner","null"
"malone (village), new york","Population2000","6075","5512121: CapitalBot","null"
"malone (town), new york","Population2000","14981","93358: Mwanner","null"
"broadalbin (village), new york","Population2000","1411","5512121: CapitalBot","null"
